ID,FINYEAR,LAST_NAME,FIRST_NAME,COLLEGE,MAJOR,FEE_RESIDENCE,AMT_TOTAL
PI0515,2020,Bernardino,Ortensia,Engineering,"Computer Science, BS",Y,13131.0
PI0516,2020,Faichney,Ebenezer,Human Sciences & Education,"Kinesiology, BS",Y,6926.0
PI0517,2020,Battrick,Cindee,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI0523,2020,Hatch,Arabel,Science,"Biological Sciences, BS",N,1979.0
PI0524,2020,Symes,Elvis,Science,"Biological Sciences, BS",Y,7862.0
PI0526,2020,Causton,Kerianne,Mass Communication,"Mass Communication, BA",Y,6820.0
PI0527,2020,Angrock,Karola,Mass Communication,"Mass Communication, BA",Y,8262.0
PI0530,2020,Vannucci,Ogden,Humanities & Social Sciences,"English, BA",N,11483.0
PI0533,2020,Quested,Eben,Engineering,"Mechanical Engineering, BS",Y,15684.0
PI0536,2020,Wewell,Neilla,Engineering,"Mechanical Engineering, BS",N,8168.0
PI0538,2020,Feares,Mikol,Human Sciences & Education,"Kinesiology, BS",N,2991.0
PI0544,2020,Markham,Hedwiga,Business,"Marketing, BS",Y,7462.0
PI0545,2020,Spencelayh,Mycah,Mass Communication,"Mass Communication, BA",Y,7862.0
PI0547,2020,Alwin,Jeffie,Mass Communication,"Mass Communication, BA",N,8864.060000000001
PI0549,2020,Rideout,Katerine,Mass Communication,"Mass Communication, BA",Y,13400.0
PI0550,2020,Bellson,Portie,Mass Communication,"Mass Communication, BA",Y,10242.0
PI0551,2020,Westby,Jenine,Agriculture,"Animal Sciences, BS",Y,7462.0
PI0553,2020,Folke,Nels,Mass Communication,"Mass Communication, BA",Y,11325.0
PI0555,2020,Waddams,Orella,Human Sciences & Education,"Kinesiology, BS",Y,20284.0
PI0563,2020,Anthes,Thurstan,Engineering,"Computer Science, BS",Y,6156.0
PI0564,2020,Walkley,Feliks,Science,"Biological Sciences, BS",N,6195.0
PI0566,2020,Pre,Hermon,Mass Communication,"Mass Communication, BA",N,1980.0
PI0568,2020,Butt Gow,Marta,Business,"Marketing, BS",Y,27827.92
PI0572,2020,Evers,Normy,Mass Communication,"Mass Communication, BA",Y,7462.0
PI0574,2020,Ranken,Selie,Engineering,"Mechanical Engineering, BS",Y,8952.0
PI0576,2020,Lutsch,Taffy,Engineering,"Computer Science, BS",N,3646.0
PI0580,2020,Lusted,Teodor,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI0581,2020,Foley,Charlton,Business,"Marketing, BS",Y,19998.26
PI0583,2020,Bann,Astra,Human Sciences & Education,"Kinesiology, BS",Y,1980.0
PI0584,2020,Hubble,Michelle,Human Sciences & Education,"Kinesiology, BS",Y,20284.0
PI0588,2020,Chant,Ruben,Engineering,"Computer Science, BS",Y,8262.0
PI0589,2020,Maudlen,Timotheus,Human Sciences & Education,"Kinesiology, BS",Y,20284.0
PI0591,2020,Crum,Quinta,Human Sciences & Education,"Kinesiology, BS",Y,11559.09
PI0595,2020,Melling,Far,Science,"Mathematics, BS",Y,9986.720000000001
PI0596,2020,Allmark,Georgetta,Science,"Biological Sciences, BS",Y,7462.0
PI0600,2020,Biswell,Cathe,Human Sciences & Education,"Kinesiology, BS",Y,25304.0
PI0601,2020,Cromack,Taylor,Business,"Marketing, BS",Y,8262.0
PI0602,2020,Retchless,Kennith,Science,"Chemistry, BS",Y,14500.0
PI0603,2020,Hazle,Clementine,Mass Communication,"Mass Communication, BA",Y,11627.0
PI0605,2020,Sperwell,Edwina,Science,"Biological Sciences, BS",Y,40070.0
PI0607,2020,Portis,Faina,Mass Communication,"Mass Communication, BA",Y,7862.0
PI0609,2020,Capps,Shirl,Science,"Biological Sciences, BS",N,13799.16
PI0610,2020,Stallion,Jessamyn,Engineering,"Computer Science, BS",Y,21710.0
PI0613,2020,Churchill,Jacqui,Mass Communication,"Mass Communication, BA",Y,20284.0
PI0615,2020,Dan,Charita,Engineering,"Computer Science, BS",Y,990.0
PI0620,2020,Vanyarkin,Jannelle,Engineering,"Mechanical Engineering, BS",Y,8262.0
PI0621,2020,Dadson,Inna,Science,"Chemistry, BS",Y,7462.0
PI0622,2020,Stivey,Candy,Engineering,"Mechanical Engineering, BS",Y,20187.93
PI0623,2020,Whardley,Justine,Science,"Chemistry, BS",N,7422.0
PI0624,2020,Davana,Waylan,Agriculture,"Animal Sciences, BS",N,1486.0
PI0628,2020,Yeudall,Tyrus,Science,"Biological Sciences, BS",Y,8262.0
PI0630,2020,Letson,Ferrell,Science,"Biological Sciences, BS",Y,16232.0
PI0637,2020,Fletham,Cherin,Agriculture,"Animal Sciences, BS",Y,11397.4
PI0644,2020,Gowing,Neely,Science,"Biological Sciences, BS",Y,9660.0
PI0651,2020,Lodder,Reinold,Human Sciences & Education,"Kinesiology, BS",Y,21454.0
PI0652,2020,Fawdry,Freddi,Business,"Marketing, BS",Y,10131.27
PI0653,2020,Schwandermann,Elizabet,Mass Communication,"Mass Communication, BA",Y,14887.0
PI0654,2020,Broggetti,Theodor,Human Sciences & Education,"Kinesiology, BS",Y,7862.0
PI0655,2020,Spadoni,Ignatius,Mass Communication,"Mass Communication, BA",Y,6697.0
PI0658,2020,Edden,Kristin,Engineering,"Computer Science, BS",Y,7916.0
PI0659,2020,Crispin,Hillary,Science,"Biological Sciences, BS",Y,8262.0
PI0662,2020,Whatmough,Towny,Engineering,"Mechanical Engineering, BS",Y,8262.0
PI0663,2020,Furber,Cleo,Humanities & Social Sciences,"English, BA",Y,9442.0
PI0665,2020,Chatenier,Freeman,Human Sciences & Education,"Kinesiology, BS",Y,25829.0
PI0667,2020,Thewys,Patric,Human Sciences & Education,"Kinesiology, BS",Y,21700.0
PI0669,2020,Screach,Thorin,Engineering,"Mechanical Engineering, BS",Y,3731.0
PI0670,2020,Secrett,Prudy,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI0671,2020,Tracy,Xenos,Mass Communication,"Mass Communication, BA",Y,11500.46
PI0674,2020,Garley,Olivia,Human Sciences & Education,"Kinesiology, BS",Y,13400.0
PI0675,2020,Swanston,Wallis,Mass Communication,"Mass Communication, BA",Y,24650.0
PI0676,2020,Nassy,Terrel,Science,"Biological Sciences, BS",Y,7462.0
PI0678,2020,Doog,Clemmie,Science,"Biological Sciences, BS",Y,13894.0
PI0681,2020,Elsley,Byrle,Mass Communication,"Mass Communication, BA",Y,20284.0
PI0683,2020,Bosson,Octavia,Science,"Biological Sciences, BS",Y,20284.0
PI0688,2020,Sapsforde,Sheeree,Science,"Biological Sciences, BS",Y,7462.0
PI0689,2020,Berry,Colas,Mass Communication,"Mass Communication, BA",Y,9842.0
PI0696,2020,Ioannou,Merl,Human Sciences & Education,"Kinesiology, BS",Y,6737.0
PI0697,2020,Askin,Aloysius,Science,"Biological Sciences, BS",Y,1956.0
PI0699,2020,Meakes,Urban,Mass Communication,"Mass Communication, BA",Y,20699.0
PI0700,2020,Polamontayne,Allyce,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI0701,2020,Tolson,Tann,Engineering,"Mechanical Engineering, BS",Y,9831.0
PI0705,2020,Masson,Valle,Science,"Biological Sciences, BS",Y,14054.029999999999
PI0706,2020,Crab,Celestina,Science,"Chemistry, BS",Y,8262.0
PI0708,2020,Ferrarese,Bettine,Science,"Biological Sciences, BS",Y,13704.0
PI0709,2020,Bartolijn,Odessa,Engineering,"Mechanical Engineering, BS",N,7771.0
PI0713,2020,Engley,Charlene,Human Sciences & Education,"Kinesiology, BS",Y,20284.0
PI0716,2020,Cobbe,Dallas,Agriculture,"Animal Sciences, BS",Y,3996.0
PI0717,2020,Shill,Ewell,Science,"Chemistry, BS",Y,9092.2
PI0718,2020,Ailmer,Blakeley,Engineering,"Computer Science, BS",N,6567.0
PI0720,2020,Arguile,Barnett,Science,"Biological Sciences, BS",Y,9875.0
PI0725,2020,Axe,Pavia,Human Sciences & Education,"Kinesiology, BS",Y,11907.0
PI0726,2020,Parrish,Rab,Engineering,"Mechanical Engineering, BS",N,9377.9
PI0732,2020,Turnor,Van,Mass Communication,"Mass Communication, BA",Y,8262.0
PI0735,2020,Cadany,Laurette,Human Sciences & Education,"Kinesiology, BS",Y,13153.15
PI0737,2020,Jakov,Ellswerth,Human Sciences & Education,"Kinesiology, BS",N,3335.0
PI0738,2020,Ivanaev,Cobb,Business,"Marketing, BS",Y,46679.0
PI0739,2020,Cohrs,Murielle,Engineering,"Computer Science, BS",Y,11958.0
PI0743,2020,Postan,Monro,Human Sciences & Education,"Kinesiology, BS",Y,15854.91
PI0747,2020,Essel,Enid,Science,"Biological Sciences, BS",Y,7462.0
PI0748,2020,Connick,Genevieve,Mass Communication,"Mass Communication, BA",Y,13227.89
PI0752,2020,Servante,Hilde,Human Sciences & Education,"Kinesiology, BS",Y,3731.0
PI0753,2020,Galbreth,Alec,Science,"Biological Sciences, BS",Y,8262.0
PI0754,2020,Ballach,Breanne,Business,"Marketing, BS",Y,14445.0
PI0761,2020,Rihosek,Rockwell,Human Sciences & Education,"Kinesiology, BS",N,7059.79
PI0764,2020,Silcock,Goddard,Mass Communication,"Mass Communication, BA",Y,1980.0
PI0771,2020,Peoples,Goldie,Science,"Chemistry, BS",Y,20284.0
PI0775,2020,Di Biagio,Domeniga,Mass Communication,"Mass Communication, BA",Y,7462.0
PI0778,2020,Mation,Stu,Science,"Biological Sciences, BS",Y,9262.0
PI0779,2020,Van Der Walt,Edward,Business,"Marketing, BS",Y,6011.0
PI0792,2020,Micallef,Egor,Human Sciences & Education,"Kinesiology, BS",Y,9324.0
PI0793,2020,Rothermel,Lucho,Engineering,"Computer Science, BS",Y,7462.0
PI0797,2020,Roffey,Erena,Business,"Marketing, BS",Y,14537.0
PI0798,2020,Lethieulier,Darlene,Engineering,"Mechanical Engineering, BS",N,24693.06
PI0800,2020,Thomen,Cosmo,Human Sciences & Education,"Kinesiology, BS",Y,7862.0
PI0802,2020,Dalwood,Massimiliano,Business,"Marketing, BS",Y,7998.69
PI0804,2020,Swann,Nessie,Business,"Marketing, BS",N,20284.0
PI0806,2020,Baum,Blondelle,Engineering,"Computer Science, BS",Y,15710.0
PI0807,2020,Snoding,Titus,Humanities & Social Sciences,"English, BA",Y,15260.439999999999
PI0809,2020,Nerne,Leticia,Science,"Biological Sciences, BS",Y,33325.8
PI0810,2020,Vasechkin,Brita,Engineering,"Computer Science, BS",Y,12834.79
PI0813,2020,Lathaye,Dorise,Science,"Biological Sciences, BS",Y,12859.84
PI0815,2020,Melville,Hortense,Mass Communication,"Mass Communication, BA",Y,10187.0
PI0817,2020,Overell,Cal,Agriculture,"Animal Sciences, BS",Y,8262.0
PI0818,2020,Mulvenna,Kamila,Engineering,"Computer Science, BS",Y,4826.0
PI0819,2020,Hasser,Anna-maria,Engineering,"Computer Science, BS",Y,9262.0
PI0824,2020,Ruilton,Clim,Mass Communication,"Mass Communication, BA",N,43000.0
PI0827,2020,Teaser,Em,Human Sciences & Education,"Kinesiology, BS",Y,11378.0
PI0832,2020,Feaviour,Taite,Engineering,"Mechanical Engineering, BS",N,4948.0
PI0837,2020,Elecum,Coleen,Human Sciences & Education,"Kinesiology, BS",Y,19215.0
PI0838,2020,Pylkynyton,Nessie,Engineering,"Computer Science, BS",Y,23254.0
PI0841,2020,Diament,Christoffer,Engineering,"Mechanical Engineering, BS",Y,15860.0
PI0846,2020,Paule,Giffy,Human Sciences & Education,"Kinesiology, BS",Y,11309.470000000001
PI0849,2020,Fuge,Eberhard,Mass Communication,"Mass Communication, BA",Y,7462.0
PI0850,2020,Lubman,Niko,Science,"Mathematics, BS",Y,7462.0
PI0852,2020,Hinchshaw,Caron,Agriculture,"Animal Sciences, BS",Y,7862.0
PI0854,2020,Kippie,Burton,Mass Communication,"Mass Communication, BA",Y,14918.0
PI0865,2020,Bulbrook,Filberte,Science,"Biological Sciences, BS",Y,7862.0
PI0866,2020,Dedmam,Camilla,Engineering,"Computer Science, BS",N,7422.0
PI0870,2020,Gaskill,Noreen,Humanities & Social Sciences,"English, BA",Y,10495.0
PI0872,2020,Ing,Tara,Science,"Biological Sciences, BS",Y,3731.0
PI0876,2020,Pinwell,Nikoletta,Science,"Biological Sciences, BS",Y,12170.0
PI0881,2020,Kemwall,Deck,Business,"Marketing, BS",Y,18566.98
PI0883,2020,Malcolm,Zared,Science,"Biological Sciences, BS",Y,7462.0
PI0884,2020,Alyokhin,Alvina,Engineering,"Computer Science, BS",N,10797.119999999999
PI0886,2020,Zimmerman,Reginald,Business,"Marketing, BS",Y,15831.0
PI0888,2020,Lackemann,Sallyanne,Engineering,"Computer Science, BS",N,8893.0
PI0892,2020,Lithgow,Hillary,Science,"Biological Sciences, BS",Y,8262.0
PI0896,2020,Bartles,Finlay,Science,"Chemistry, BS",N,3463.0
PI0898,2020,Powling,Tamarah,Science,"Biological Sciences, BS",Y,8247.0
PI0900,2020,O'Cahill,Theressa,Engineering,"Mechanical Engineering, BS",Y,12987.0
PI0904,2020,Rounsivall,Debera,Agriculture,"Animal Sciences, BS",Y,16018.0
PI0905,2020,Cramphorn,Bliss,Business,"Marketing, BS",Y,5284.0
PI0906,2020,Napoleon,Benjy,Engineering,"Mechanical Engineering, BS",Y,10039.0
PI0909,2020,Dorbin,Lacy,Science,"Biological Sciences, BS",Y,7462.0
PI0912,2020,Durden,Nerta,Engineering,"Mechanical Engineering, BS",Y,9262.0
PI0914,2020,Normavell,Gussy,Humanities & Social Sciences,"English, BA",Y,8021.25
PI0918,2020,Cowterd,Haskell,Science,"Biological Sciences, BS",Y,13782.86
PI0920,2020,Wakelam,Theobald,Human Sciences & Education,"Kinesiology, BS",N,3335.0
PI0927,2020,Lissemore,Hill,Agriculture,"Animal Sciences, BS",Y,12598.89
PI0929,2020,Iacovelli,Rosemaria,Science,"Biological Sciences, BS",Y,12837.0
PI0936,2020,Diplock,Dale,Mass Communication,"Mass Communication, BA",Y,5711.0
PI0942,2020,Duerden,Rebecca,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI0946,2020,Jakoub,Seward,Business,"Marketing, BS",Y,15837.0
PI0947,2020,Honisch,Bradney,Science,"Biological Sciences, BS",Y,8262.0
PI0948,2020,Halleday,Josi,Human Sciences & Education,"Kinesiology, BS",Y,26641.0
PI0950,2020,Goldsbrough,Linnet,Mass Communication,"Mass Communication, BA",Y,9384.0
PI0951,2020,Flello,Willi,Human Sciences & Education,"Kinesiology, BS",N,20284.0
PI0954,2020,Snare,Noellyn,Science,"Mathematics, BS",N,1980.0
PI0956,2020,Mignot,Faun,Engineering,"Computer Science, BS",Y,7462.0
PI0959,2020,Elphinston,Konstanze,Humanities & Social Sciences,"English, BA",Y,23244.0
PI0961,2020,McBeth,Faustine,Science,"Chemistry, BS",Y,7668.0
PI0964,2020,Pearsey,Vikki,Mass Communication,"Mass Communication, BA",N,1980.0
PI0965,2020,Thorouggood,Gerda,Human Sciences & Education,"Kinesiology, BS",N,10655.0
PI0970,2020,Primak,Aurie,Human Sciences & Education,"Kinesiology, BS",Y,7465.0
PI0976,2020,Berndtssen,Allyson,Engineering,"Mechanical Engineering, BS",Y,9462.0
PI0978,2020,Fruish,Steffen,Engineering,"Mechanical Engineering, BS",Y,11582.0
PI0979,2020,Knowlman,Darcie,Human Sciences & Education,"Kinesiology, BS",N,495.0
PI0980,2020,Wardle,Benedick,Human Sciences & Education,"Kinesiology, BS",Y,21696.0
PI0981,2020,Juggins,Marni,Engineering,"Mechanical Engineering, BS",Y,7058.0
PI0984,2020,Craggs,Peadar,Mass Communication,"Mass Communication, BA",Y,10848.0
PI0986,2020,Beller,Glendon,Agriculture,"Animal Sciences, BS",Y,3931.0
PI0988,2020,Housam,Andie,Science,"Biological Sciences, BS",Y,13687.0
PI0989,2020,Bulch,Carlyn,Science,"Biological Sciences, BS",Y,8175.0
PI0995,2020,Hrinishin,Cecil,Science,"Biological Sciences, BS",Y,9610.0
PI0996,2020,Robbert,Damon,Mass Communication,"Mass Communication, BA",Y,402.0
PI0998,2020,Huc,Yule,Science,"Biological Sciences, BS",Y,7462.0
PI0999,2020,Yeardsley,Karlotta,Human Sciences & Education,"Kinesiology, BS",Y,8695.0
PI1000,2020,Carrier,Jess,Engineering,"Mechanical Engineering, BS",N,35562.0
PI1001,2020,Harradence,Alameda,Human Sciences & Education,"Kinesiology, BS",N,3335.0
PI1003,2020,Sporgeon,Kim,Science,"Biological Sciences, BS",Y,7862.0
PI1005,2020,Prophet,Berky,Mass Communication,"Mass Communication, BA",Y,1980.0
PI1012,2020,Mulvy,Aland,Agriculture,"Animal Sciences, BS",Y,14884.0
PI1015,2020,Mesnard,Devin,Business,"Marketing, BS",Y,7862.0
PI1017,2020,Greenham,Darda,Agriculture,"Animal Sciences, BS",Y,11256.0
PI1020,2020,Paulus,Broddy,Human Sciences & Education,"Kinesiology, BS",Y,30765.0
PI1021,2020,Kelinge,Roderigo,Human Sciences & Education,"Kinesiology, BS",Y,16608.7
PI1023,2020,Duffer,Ruthi,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI1027,2020,Kermitt,Harrietta,Engineering,"Computer Science, BS",Y,18000.0
PI1028,2020,Padmore,Marjory,Engineering,"Mechanical Engineering, BS",Y,8262.0
PI1030,2020,Veneur,Merrily,Engineering,"Mechanical Engineering, BS",Y,14884.0
PI1031,2020,Juarez,Culver,Mass Communication,"Mass Communication, BA",N,10327.0
PI1035,2020,Huby,Huey,Science,"Chemistry, BS",Y,4631.0
PI1037,2020,Simkins,Libbey,Engineering,"Computer Science, BS",Y,9808.0
PI1038,2020,Howie,Elysha,Science,"Biological Sciences, BS",N,9175.0
PI1041,2020,Durston,Annemarie,Science,"Mathematics, BS",Y,9760.0
PI1042,2020,Lomax,Isabel,Human Sciences & Education,"Kinesiology, BS",Y,23338.95
PI1048,2020,Woodcraft,Nickey,Human Sciences & Education,"Kinesiology, BS",Y,20284.0
PI1049,2020,Oby,Jefferson,Mass Communication,"Mass Communication, BA",N,52500.0
PI1055,2020,Inkles,Corette,Science,"Biological Sciences, BS",Y,16685.0
PI1057,2020,Weblin,Dilan,Engineering,"Computer Science, BS",Y,19483.0
PI1058,2020,Carcas,Lothaire,Human Sciences & Education,"Kinesiology, BS",N,1668.0
PI1060,2020,Krienke,Arnuad,Business,"Marketing, BS",Y,11202.43
PI1064,2020,Reichardt,Marsha,Science,"Biological Sciences, BS",N,7422.0
PI1070,2020,Chansonnau,Claiborn,Mass Communication,"Mass Communication, BA",Y,625.0
PI1072,2020,Jacobbe,Katusha,Human Sciences & Education,"Kinesiology, BS",Y,13894.0
PI1076,2020,Madine,Remington,Mass Communication,"Mass Communication, BA",Y,3898.0
PI1077,2020,Gregine,Garland,Engineering,"Computer Science, BS",Y,8262.0
PI1085,2020,Heigl,Archambault,Mass Communication,"Mass Communication, BA",Y,3931.0
PI1088,2020,Gillopp,Lizette,Business,"Marketing, BS",Y,9262.0
PI1092,2020,Padula,Cornelius,Humanities & Social Sciences,"English, BA",Y,4131.0
PI1093,2020,Molfino,Luke,Science,"Biological Sciences, BS",Y,7862.0
PI1094,2020,Winsom,Merell,Science,"Biological Sciences, BS",Y,11153.0
PI1095,2020,Bew,Elayne,Human Sciences & Education,"Kinesiology, BS",Y,43237.78
PI1096,2020,Bransby,Humfried,Science,"Biological Sciences, BS",Y,16903.0
PI1102,2020,Lantaff,Karry,Mass Communication,"Mass Communication, BA",N,2400.0
PI1104,2020,Tombleson,Suzann,Engineering,"Mechanical Engineering, BS",Y,496.0
PI1106,2020,McGrudder,Kenneth,Engineering,"Mechanical Engineering, BS",Y,8262.0
PI1107,2020,DeSousa,Alfie,Science,"Biological Sciences, BS",Y,17462.64
PI1114,2020,Winslett,Emmye,Human Sciences & Education,"Kinesiology, BS",N,1979.0
PI1116,2020,Winchcum,Melisande,Engineering,"Mechanical Engineering, BS",Y,7462.0
PI1119,2020,Daviddi,Nilson,Engineering,"Mechanical Engineering, BS",Y,19296.0
PI1120,2020,Penwright,Almire,Humanities & Social Sciences,"English, BA",Y,7862.0
PI1121,2020,Tosspell,Ardith,Human Sciences & Education,"Kinesiology, BS",Y,2823.0
PI1122,2020,Angier,Zonda,Mass Communication,"Mass Communication, BA",Y,8820.119999999999
PI1125,2020,Schultes,Hildegarde,Science,"Biological Sciences, BS",Y,6255.84
PI1127,2020,Fuller,Hyman,Science,"Biological Sciences, BS",Y,15756.0
PI1132,2020,Brocklehurst,Hersch,Science,"Biological Sciences, BS",Y,7462.0
PI1134,2020,Gulley,Fee,Mass Communication,"Mass Communication, BA",Y,11030.59
PI1137,2020,Wain,Cammi,Human Sciences & Education,"Kinesiology, BS",Y,14102.0
PI1138,2020,Forster,Gael,Human Sciences & Education,"Kinesiology, BS",Y,8401.0
PI1141,2020,Obee,Mattie,Agriculture,"Animal Sciences, BS",Y,5828.0
PI1144,2020,Trouncer,Pennie,Mass Communication,"Mass Communication, BA",Y,3731.0
PI1145,2020,Skrines,Siobhan,Science,"Biological Sciences, BS",Y,9462.0
PI1156,2020,Matuszak,Nathanial,Business,"Marketing, BS",N,10497.0
PI1165,2020,Kattenhorn,Genovera,Mass Communication,"Mass Communication, BA",Y,7462.0
PI1166,2020,Feldhuhn,Freemon,Science,"Biological Sciences, BS",N,20284.0
PI1169,2020,Spilling,Jeane,Science,"Mathematics, BS",Y,7462.0
PI1171,2020,Tenant,Delores,Engineering,"Mechanical Engineering, BS",N,50000.0
PI1173,2020,O'Hallihane,Noell,Science,"Biological Sciences, BS",Y,26200.29
PI1176,2020,Lenham,Adriena,Science,"Biological Sciences, BS",Y,7862.0
PI1178,2020,Mazdon,Jamison,Science,"Mathematics, BS",Y,28205.98
PI1179,2020,Awde,Rhodie,Business,"Marketing, BS",N,11132.0
PI1183,2020,Maloney,Renado,Human Sciences & Education,"Kinesiology, BS",Y,23026.69
PI1184,2020,Tenby,Wilburt,Science,"Mathematics, BS",Y,8262.0
PI1189,2020,Litchfield,Vivian,Engineering,"Mechanical Engineering, BS",Y,1980.0
PI1195,2020,Cardenosa,Keane,Engineering,"Mechanical Engineering, BS",Y,7862.0
PI1196,2020,Atterbury,Libbie,Business,"Marketing, BS",Y,12390.49
PI1198,2020,Bliss,Berne,Engineering,"Computer Science, BS",Y,2704.0
PI1202,2020,Hazelhurst,Kristan,Human Sciences & Education,"Kinesiology, BS",Y,7005.860000000001
PI1205,2020,Betjes,Aurie,Science,"Mathematics, BS",Y,8262.0
PI1206,2020,Salsberg,Mickie,Human Sciences & Education,"Kinesiology, BS",Y,10877.0
PI1213,2020,Bozworth,Layton,Mass Communication,"Mass Communication, BA",Y,22647.0
PI1217,2020,Wackly,Juli,Human Sciences & Education,"Kinesiology, BS",Y,10348.52
PI1224,2020,MacLennan,Lilyan,Business,"Marketing, BS",Y,13907.0
PI1225,2020,Galletly,Riannon,Engineering,"Computer Science, BS",Y,16903.0
PI1226,2020,Hains,Penni,Science,"Biological Sciences, BS",Y,2599.0
PI1231,2020,Bavin,Merna,Mass Communication,"Mass Communication, BA",Y,9250.0
PI1233,2020,Putley,Travus,Human Sciences & Education,"Kinesiology, BS",Y,9064.0
PI1235,2020,de Clerc,Harwell,Human Sciences & Education,"Kinesiology, BS",Y,26679.0
PI1237,2020,Bour,Albrecht,Engineering,"Computer Science, BS",Y,7462.0
PI1240,2020,Pusill,Ambur,Science,"Biological Sciences, BS",Y,7862.0
PI1241,2020,Skilbeck,Cherida,Human Sciences & Education,"Kinesiology, BS",Y,14887.0
PI1243,2020,Rizzetti,Matthaeus,Mass Communication,"Mass Communication, BA",Y,4335.0
PI1245,2020,De Mars,Baudoin,Science,"Biological Sciences, BS",Y,12673.34
